,Score
3811,8.02
16656,Unknown
3450,7.29
4591,6.11
7352,6.85
205,6.92
9327,5.3
6680,6.66
16258,6.56
2749,6.28
11805,6.39
8497,5.16
1849,6.73
13712,5.88
6028,6.93
10180,7.77
3240,6.23
10990,6.63
12707,Unknown
15020,Unknown
3109,5.23
13131,5.77
12251,Unknown
10179,5.63
5934,6.41
15501,Unknown
5810,6.24
8575,Unknown
5634,6.25
4307,7.84
11580,7.73
3156,7.22
6534,Unknown
10919,7.07
16833,Unknown
14528,5.63
1380,7.74
15699,6.52
8891,7.83
3832,6.7
824,6.38
4776,5.08
7997,Unknown
4276,7.31
8445,5.77
13419,5.67
580,7.61
17258,Unknown
278,8.09
6771,5.56
7415,5.94
3252,5.36
13506,6.4
10672,5.57
17381,Unknown
289,6.83
13328,Unknown
3075,4.88
15399,6.67
14907,5.53
15829,Unknown
12327,6.54
11546,Unknown
9582,Unknown
13367,6.48
15060,8.34
270,5.93
4570,6.34
15165,5.3
15426,6.4
16040,Unknown
16510,Unknown
12399,4.64
11410,7.31
9583,Unknown
6696,5.84
12167,Unknown
4316,4.73
3180,5.79
14654,Unknown
1422,8.14
8275,6.25
9065,Unknown
11030,5.19
14943,Unknown
4557,6.22
12692,Unknown
7812,Unknown
12839,5.9
6297,Unknown
17439,6.92
13850,Unknown
17306,Unknown
1132,7.43
10642,5.88
12146,7.78
10521,5.07
10827,Unknown
6242,Unknown
14353,4.93
16858,Unknown
2871,6.43
12938,5.37
7423,5.82
12996,6.5
13770,7.33
10152,4.29
13619,Unknown
15493,5.51
5520,5.97
9408,6.9
1913,5.48
14174,7.3
9256,8.05
3786,6.08
12602,Unknown
14062,5.94
8345,6.69
2161,5.07
3008,6.28
1105,7.51
13952,Unknown
692,6.71
14821,5.76
4956,7.6
8307,6.52
17079,Unknown
4369,Unknown
2765,6.39
3929,7.11
14441,7.51
11622,5.37
3696,3.38
7778,7.45
13662,7.54
628,5.22
2451,7.05
13497,Unknown
15554,6.5
3824,5.77
4422,6.38
10844,6.43
17530,Unknown
3743,6.18
2176,6.44
6689,8.21
8858,5.66
3318,6.18
13726,7.72
9653,Unknown
7432,7.38
2787,4.85
12297,Unknown
1196,6.67
1676,7.49
3947,6.4
7618,5.41
4444,Unknown
16154,Unknown
10852,5.49
15071,Unknown
5722,Unknown
16349,6.59
10695,Unknown
16062,Unknown
2369,7.73
4967,7.66
2217,6.6
8148,8.2
10410,Unknown
3326,Unknown
14032,Unknown
3583,4.43
17382,Unknown
17422,Unknown
3619,5.46
6217,7.1
2468,6.83
12424,8.04
11307,Unknown
8277,4.96
16035,5.52
5973,6.36
10993,Unknown
11863,6.01
3667,6.32
12474,6.88
5158,8.15
7594,Unknown
6976,Unknown
12782,Unknown
10211,Unknown
3423,5.29
10717,6.89
8199,Unknown
2409,7.86
3212,6.88
16224,Unknown
5366,Unknown
14064,6.27
6593,6.28
2895,7.93
16483,6.19
12906,Unknown
1296,6.04
11617,Unknown
3642,6.19
14017,6.58
17443,Unknown
15893,5.73
9475,Unknown
10193,5.23
16322,Unknown
9061,Unknown
17302,Unknown
17142,Unknown
8548,5.3
17485,Unknown
5451,7.11
7160,6.47
10685,3.41
7866,Unknown
2743,6.68
9467,Unknown
10082,4.88
12867,Unknown
13856,7.25
9797,7.61
11755,Unknown
4958,6.55
15568,Unknown
10572,5.9
6474,9.1
16966,6.9
7888,6.23
15783,8.4
8811,Unknown
11498,5.74
492,6.98
11691,6.65
15133,5.39
1116,6.12
5637,5.8
5085,6.07
1757,6.06
11486,5.44
14004,5.73
16746,6.52
16317,Unknown
6589,4.19
2645,7.45
17473,Unknown
7557,6.95
10692,7.29
15153,Unknown
5241,7.13
3644,7.82
2783,5.97
12001,7.3
13912,Unknown
10661,7.52
15116,Unknown
1696,7.15
5685,5.18
2295,6.02
5939,6.33
7763,6.3
10244,6.6
9968,Unknown
11033,6.21
3313,6.1
4781,5.13
8350,7.31
15298,Unknown
9784,6.33
9915,4.72
7605,7.47
215,8.17
11365,Unknown
6707,Unknown
15602,Unknown
8682,5.4
1994,6.75
3483,7.81
7006,6.03
5102,7.51
13379,5.12
11623,5.28
6599,5.93
3764,6.37
15016,6.69
6410,Unknown
14333,Unknown
25,8.73
17074,Unknown
10601,6.44
11462,5.83
7659,Unknown
13401,6.76
5690,5.98
9744,Unknown
232,7.22
16336,5.84
6683,6.09
12063,5.44
11594,Unknown
12721,5.43
9171,7.36
10847,7.22
10039,Unknown
11908,6.96
15820,Unknown
8584,6.76
14608,7.4
16287,Unknown
14517,Unknown
6614,7.25
15686,Unknown
1102,7.02
3276,7.84
5345,7.12
14697,Unknown
2204,7.27
17388,Unknown
12188,7.96
8386,5.67
12903,5.62
8835,4.65
13370,7.83
11477,Unknown
11308,8.96
11767,6.27
11222,6.02
12512,6.58
13733,5.39
17554,Unknown
2207,6.62
4552,6.93
4402,7.36
7395,7.15
3718,5.5
972,6.58
4579,4.73
6516,6.85
719,6.14
6155,6.59
17095,Unknown
12088,Unknown
2803,6.57
2566,5.72
4025,6.17
6198,6.24
8224,Unknown
12952,Unknown
16558,6.31
4063,Unknown
11654,7.27
9889,6.44
2792,5.6
2222,7.13
5818,Unknown
11956,5.42
3866,6.52
13688,6.38
2745,7.23
11867,6.92
10343,4.96
14391,6.0
11950,Unknown
15442,5.39
3227,7.12
4214,6.12
3923,5.24
12096,5.69
10469,5.54
15674,8.06
1401,7.14
8931,6.9
12458,4.85
12828,Unknown
7703,6.52
4979,7.97
3253,7.33
17155,Unknown
16361,Unknown
2661,6.55
2158,6.16
8578,5.95
8088,7.43
674,6.73
17147,Unknown
7011,6.87
13888,Unknown
10197,7.6
3841,5.37
1815,4.46
15769,Unknown
17431,Unknown
11788,7.91
12845,6.35
15539,Unknown
2100,7.28
7982,Unknown
15606,Unknown
6708,Unknown
1673,6.81
10293,Unknown
4213,6.49
16253,7.17
13758,7.13
1548,6.46
14299,6.77
11515,Unknown
11796,5.67
8547,Unknown
5184,7.5
1461,7.63
14931,Unknown
17055,Unknown
3220,6.0
15974,7.0
16851,5.89
13339,5.04
7170,7.77
7430,5.79
8967,Unknown
1751,7.08
3976,6.11
8353,5.56
1772,6.91
9388,Unknown
10070,4.5
10860,7.25
17552,6.52
2016,7.4
2005,5.35
16424,7.06
3893,5.59
3237,7.4
4424,6.73
12936,5.79
10270,3.27
13411,Unknown
8588,6.03
10980,Unknown
2257,5.33
13783,Unknown
4072,6.16
5574,5.8
9083,Unknown
4968,6.54
5355,7.32
8418,6.36
6093,7.25
7935,7.98
15340,Unknown
1519,6.27
15482,Unknown
1378,6.8
5672,7.34
9215,Unknown
2587,7.05
17370,Unknown
5621,6.0
14945,Unknown
13200,7.38
11049,8.07
15599,6.82
5842,Unknown
7122,6.48
12820,Unknown
5832,5.6
9821,4.68
4888,5.25
12718,5.85
11715,Unknown
5904,6.48
522,6.7
8043,5.7
3607,5.0
9120,5.68
13412,Unknown
234,6.23
16191,Unknown
3796,7.24
12310,Unknown
6318,Unknown
13193,Unknown
7094,7.44
11992,6.9
10202,Unknown
16211,Unknown
17048,Unknown
1948,7.36
6361,5.68
17066,7.27
14864,Unknown
11684,8.79
6091,7.58
10863,Unknown
16786,5.73
2224,7.0
9298,6.25
16743,Unknown
9010,5.83
5571,5.76
4523,6.8
5793,Unknown
16519,Unknown
5738,5.04
2624,6.14
4728,8.18
7818,6.65
8859,6.26
17493,Unknown
16810,Unknown
9080,Unknown
14066,Unknown
2437,7.01
6056,6.5
9009,Unknown
16158,Unknown
11606,7.1
6352,6.97
10533,7.21
11989,5.64
3167,6.42
1809,6.33
15334,Unknown
7161,6.53
9456,Unknown
5086,5.85
15259,6.74
7016,6.32
13386,Unknown
12641,Unknown
14753,Unknown
4945,6.63
12237,7.03
6046,Unknown
16056,6.25
15869,Unknown
5585,6.32
6919,6.31
5590,6.23
7226,5.65
1228,6.33
14582,Unknown
6846,6.12
15557,Unknown
13333,5.47
8244,5.17
14636,7.32
6555,7.6
12145,4.41
159,7.7
8851,7.44
9779,6.89
1589,6.63
5575,7.23
17129,Unknown
7241,8.24
5565,6.76
6687,5.76
7190,6.7
14237,6.23
10576,6.03
15000,Unknown
7480,3.55
12050,Unknown
13364,Unknown
7570,Unknown
1556,5.67
2828,4.65
436,7.28
5789,6.47
15454,Unknown
12070,Unknown
1588,6.68
7398,7.66
2780,6.56
3701,6.42
9242,6.6
5686,8.4
3965,5.27
4727,6.42
9165,6.8
1238,7.25
2951,5.3
10534,5.82
13801,Unknown
14620,6.54
10350,6.09
13879,Unknown
1497,4.74
12737,Unknown
6465,7.46
7355,Unknown
7823,6.75
7547,7.15
7913,Unknown
12449,Unknown
10614,4.97
16227,6.07
5185,4.63
5647,7.41
8549,7.88
5242,7.15
2130,6.15
11836,Unknown
2092,7.25
5409,6.36
10207,6.69
11948,5.03
16134,8.04
187,7.76
14167,Unknown
7938,6.9
3655,6.5
3426,6.27
14505,8.17
1381,7.33
14777,4.95
8605,Unknown
7427,7.95
5037,Unknown
4897,6.37
11528,Unknown
11798,6.66
3175,6.51
16127,5.85
12834,8.08
15100,Unknown
8448,Unknown
11390,7.2
17477,Unknown
14999,Unknown
2235,5.92
8068,6.63
12935,7.28
9959,Unknown
4236,5.59
14028,4.84
11150,Unknown
14478,5.48
9764,6.61
24,8.29
3363,8.15
1088,6.31
12866,7.24
10886,5.16
8733,Unknown
11590,Unknown
11751,6.4
16847,Unknown
2841,6.08
10503,6.76
7537,Unknown
12306,6.44
11426,5.96
7470,Unknown
7901,6.78
4152,Unknown
9501,7.49
695,7.07
3735,6.24
11944,5.89
6337,7.39
1227,7.2
1999,5.84
276,6.77
14071,7.64
16971,Unknown
5929,5.47
2953,6.91
3637,6.5
3906,6.93
4778,4.49
5845,Unknown
17310,Unknown
4117,7.1
14336,5.23
1137,6.67
2767,6.59
8182,7.23
15483,Unknown
15012,Unknown
7661,Unknown
9134,8.34
13324,7.24
14054,6.0
2490,6.96
17299,5.5
7742,Unknown
13127,Unknown
3935,7.2
17372,Unknown
2384,6.7
8016,6.04
7084,6.16
115,8.42
1863,7.18
10750,Unknown
3119,6.76
4258,6.24
364,7.83
16031,6.55
2819,6.42
12014,3.42
17005,Unknown
16441,7.0
16787,Unknown
4699,6.07
12369,Unknown
3802,6.13
6068,7.17
3536,4.68
3825,6.51
6642,6.23
16387,6.96
12991,4.96
13002,6.46
1946,6.31
16465,6.92
14443,6.49
13527,5.49
15791,Unknown
11680,6.63
9802,Unknown
7269,Unknown
14769,Unknown
7929,Unknown
12982,Unknown
7166,6.4
12869,Unknown
13151,6.83
6963,6.87
5867,5.62
10859,6.67
4761,5.35
10386,Unknown
882,5.44
13893,7.47
13305,Unknown
557,6.76
15361,Unknown
13331,Unknown
1207,6.3
14339,5.33
7684,6.11
14619,8.65
9702,6.55
6538,5.71
12021,Unknown
11924,7.73
10485,Unknown
3211,6.14
3630,6.64
1708,6.03
15629,6.69
8458,7.66
1140,7.3
3162,5.97
6207,6.41
15942,Unknown
3730,6.75
10101,5.06
14617,7.79
2660,5.92
8848,Unknown
1307,6.95
2567,6.28
9190,6.53
12452,7.41
2834,7.09
6905,6.84
11927,5.48
9429,5.58
2151,5.39
14765,Unknown
3835,7.85
3170,6.85
14500,Unknown
15904,6.32
13283,7.15
10378,Unknown
9326,7.11
5004,5.13
6626,5.55
9495,Unknown
1627,5.65
15162,5.95
9714,Unknown
17465,Unknown
358,6.37
138,7.66
8491,6.07
9748,Unknown
13291,8.08
382,6.56
11181,Unknown
14254,6.56
4857,7.14
7730,Unknown
16598,6.46
1439,6.26
9569,Unknown
13865,6.84
946,6.44
15700,6.91
5498,5.37
4916,5.65
8556,Unknown
10913,6.37
1932,7.59
2352,6.49
3236,5.75
11332,5.11
12355,Unknown
9493,Unknown
15670,6.53
3807,6.44
10348,Unknown
1936,7.14
5619,6.66
4154,7.71
12364,6.26
8988,Unknown
2416,6.87
14481,6.19
6139,6.12
785,7.33
14019,6.6
6789,5.56
11350,4.94
8036,4.77
8315,6.97
17110,Unknown
5668,8.02
2172,5.58
2169,6.01
6628,7.41
4009,Unknown
12829,Unknown
4340,4.66
910,6.61
6268,6.21
2309,5.73
10033,Unknown
11826,7.06
9449,Unknown
6591,Unknown
4458,5.28
7597,6.44
9370,7.76
14546,Unknown
7939,8.11
4652,6.27
6218,6.65
11842,7.2
442,6.52
3415,6.95
9591,Unknown
16761,Unknown
14499,6.03
9649,Unknown
14832,Unknown
5744,Unknown
1054,6.3
13120,Unknown
11467,6.33
9655,Unknown
3699,5.98
11951,Unknown
929,6.87
16162,Unknown
6468,7.11
8767,6.24
1829,7.24
11120,5.88
13104,5.36
12413,Unknown
11738,6.25
13790,Unknown
16792,Unknown
14629,6.18
15415,Unknown
2011,7.53
913,7.63
7611,Unknown
15591,5.56
16419,Unknown
17391,Unknown
2606,5.87
11456,Unknown
4928,Unknown
9783,5.69
6564,6.93
15418,7.14
6,8.06
11172,7.01
7835,5.21
6583,Unknown
3361,6.13
12966,6.52
10135,Unknown
14759,Unknown
13691,7.51
1635,7.08
1141,7.54
16461,6.76
359,7.03
2070,6.22
3134,5.27
5160,Unknown
6990,Unknown
3243,7.1
15663,8.37
2242,6.0
1474,5.84
16275,Unknown
10081,4.85
11627,5.88
3259,6.91
15003,6.21
11897,7.71
10213,Unknown
4020,5.83
16557,6.24
8566,Unknown
3500,5.74
2658,6.01
16008,Unknown
14196,5.75
1130,7.59
13749,5.53
10516,5.01
1819,6.58
7461,Unknown
14847,7.16
14792,Unknown
15463,6.65
7064,6.1
4318,4.38
9342,4.83
12336,6.92
4669,6.18
9428,Unknown
5476,7.36
17428,Unknown
7980,Unknown
1856,7.15
2282,7.05
2466,6.77
12555,Unknown
12285,Unknown
4008,Unknown
13392,Unknown
6401,6.35
6439,6.95
16874,Unknown
6031,6.68
386,6.56
13989,6.69
1628,6.4
11777,6.94
14721,5.81
10906,5.86
14482,Unknown
15955,6.66
770,8.2
13851,Unknown
7718,6.59
16561,6.78
11381,Unknown
4658,6.97
12497,8.65
9101,7.08
13577,Unknown
17090,Unknown
10058,Unknown
1842,5.06
2497,5.96
201,6.48
15208,6.54
3868,7.19
5054,Unknown
5889,8.38
12198,Unknown
2702,6.58
7922,5.92
16731,Unknown
331,7.51
3808,5.19
13424,5.54
15451,6.03
935,7.34
10651,Unknown
1774,7.07
14905,6.31
8611,4.82
10878,7.28
3744,6.1
989,7.97
5443,7.78
15789,7.57
13969,6.17
6993,Unknown
17451,Unknown
5806,Unknown
3760,5.84
16437,Unknown
6574,6.68
3052,7.06
16379,Unknown
13654,7.57
8365,6.9
15639,Unknown
4615,6.08
3321,7.7
14375,Unknown
6246,6.65
11564,5.54
6048,Unknown
3311,6.82
14725,Unknown
14603,Unknown
14893,5.54
6132,6.36
11196,8.3
15447,Unknown
12871,Unknown
11595,Unknown
8210,7.58
11883,Unknown
11431,5.65
12288,Unknown
3628,5.67
16580,7.05
10366,6.54
1356,6.09
5002,6.64
14699,Unknown
5823,6.88
4492,7.02
5670,5.59
3112,5.47
182,8.5
11834,6.72
2866,Unknown
10004,Unknown
855,7.33
15965,Unknown
4912,6.64
13860,Unknown
16186,7.08
1800,6.2
16945,Unknown
10621,6.19
5482,5.5
12605,5.72
17523,Unknown
1968,8.12
15777,7.38
15430,8.16
14118,6.93
4697,Unknown
4987,6.9
12691,5.33
4650,7.31
1159,5.94
9405,6.73
16151,Unknown
1325,7.46
10288,8.03
15211,Unknown
4796,6.54
6796,Unknown
5808,Unknown
15898,5.57
14163,Unknown
6892,5.44
1455,6.74
5410,Unknown
8333,Unknown
13735,5.52
13154,Unknown
2800,5.97
9836,4.53
10332,5.74
12728,6.63
7616,6.42
12649,Unknown
3451,6.68
13778,5.76
7815,5.96
4378,Unknown
8921,7.67
12549,6.22
15054,6.43
6716,5.77
10128,Unknown
11985,Unknown
3736,6.82
2261,6.17
7429,Unknown
4005,6.32
9302,6.56
16680,7.16
13672,6.03
11190,5.75
2394,7.46
1185,6.46
2007,7.28
193,5.94
13803,Unknown
16612,5.92
8770,Unknown
5525,5.24
771,6.13
10587,Unknown
1478,5.43
1846,7.58
12419,5.5
12466,6.5
3740,5.51
12792,Unknown
14099,Unknown
15130,7.59
7986,6.03
405,7.07
6748,7.85
13107,Unknown
10265,5.11
17320,Unknown
10088,Unknown
16206,6.01
6317,Unknown
11851,Unknown
6581,7.45
10571,5.6
1447,6.28
342,5.94
7468,Unknown
13319,6.85
11328,6.99
10719,6.34
727,6.85
4577,6.1
9168,7.38
9250,Unknown
16735,Unknown
14216,7.57
3516,7.15
7368,7.53
15279,5.33
7156,7.23
7851,Unknown
10178,5.79
12132,Unknown
9491,Unknown
13615,Unknown
1348,8.04
660,6.45
14078,5.71
1492,4.61
15508,Unknown
15768,Unknown
16161,Unknown
5154,Unknown
10507,6.12
9885,4.13
17209,Unknown
9277,Unknown
2524,Unknown
15040,6.57
16054,7.8
5374,Unknown
3198,7.44
13943,5.86
15550,Unknown
5717,7.18
14415,5.27
16799,Unknown
14087,Unknown
15571,Unknown
8259,Unknown
15226,Unknown
40,7.43
10461,7.29
15888,Unknown
14651,6.81
16567,6.86
13108,Unknown
13514,6.59
15797,5.92
11639,5.99
6816,7.3
10559,7.38
17519,Unknown
15453,6.23
10704,7.27
2723,7.62
14140,Unknown
1460,8.18
16246,Unknown
9335,5.46
4493,5.28
7155,Unknown
14533,7.78
13074,Unknown
16916,Unknown
12920,Unknown
13686,8.41
13947,6.31
14938,5.77
7230,5.55
11981,Unknown
10412,Unknown
5075,7.82
10523,Unknown
7880,7.18
5394,4.64
9641,5.67
16209,6.65
7789,Unknown
4178,5.0
4088,5.96
1967,6.26
16688,5.5
16533,Unknown
4249,6.39
12557,Unknown
6999,6.6
423,7.8
16956,Unknown
10096,Unknown
17146,Unknown
16250,Unknown
12109,5.56
6142,6.9
5661,Unknown
13970,6.56
11810,Unknown
9031,5.76
4596,5.93
2659,7.1
141,6.48
2597,5.35
6701,5.84
1377,7.07
3674,5.88
9658,Unknown
17474,Unknown
6362,Unknown
7418,6.72
4741,7.56
12000,Unknown
1138,6.9
10449,Unknown
7374,Unknown
13132,6.06
1787,6.38
12130,Unknown
15204,7.13
4646,Unknown
7568,Unknown
459,7.4
6115,6.05
8179,Unknown
11565,5.68
948,6.72
11892,Unknown
9528,Unknown
6370,Unknown
4628,Unknown
7358,7.32
5925,6.17
14126,Unknown
6040,Unknown
441,6.34
6659,Unknown
9794,5.91
10430,8.32
8831,4.31
9046,5.72
3830,6.78
5063,5.7
6144,6.97
15287,6.96
16755,Unknown
6344,6.87
15716,5.29
1958,5.98
9262,6.82
155,7.18
10487,8.32
15082,Unknown
4578,5.57
1089,6.65
6049,Unknown
11132,5.75
8915,6.55
12576,7.2
9122,5.5
7950,Unknown
11101,7.16
1674,5.98
6763,6.7
15874,Unknown
6416,6.08
9087,Unknown
11439,Unknown
2326,6.64
7096,6.86
16277,Unknown
14890,8.06
16175,5.88
13230,Unknown
6450,Unknown
12328,Unknown
10785,4.92
1715,6.34
9890,7.22
9172,Unknown
13728,5.03
8381,6.52
9433,6.64
3831,6.54
6299,5.29
3348,6.05
4079,5.26
9177,Unknown
10013,Unknown
17022,Unknown
587,6.04
9346,5.5
13269,7.8
17401,Unknown
10964,7.71
2504,6.83
10091,5.25
13675,5.26
2990,5.46
16970,7.47
13706,6.52
15691,6.03
645,6.19
13745,6.31
11749,8.09
9587,Unknown
264,6.73
11739,6.18
14936,5.67
6788,5.21
17174,Unknown
16130,Unknown
13217,Unknown
10131,Unknown
3864,5.63
10435,7.71
10592,5.62
6274,6.15
16420,6.17
17406,Unknown
3711,5.89
8438,6.56
9786,Unknown
14046,Unknown
1529,6.47
15541,Unknown
923,6.82
14862,7.32
7329,6.33
4364,6.89
669,7.09
3604,6.22
5108,6.38
10102,5.55
8766,7.44
5248,6.45
7183,7.11
12150,5.92
14218,6.54
13835,5.17
10888,5.55
2591,7.03
5906,6.2
9973,4.69
6509,Unknown
11205,7.11
7133,Unknown
2307,6.73
8804,Unknown
3690,6.15
687,4.96
14203,Unknown
612,7.18
7167,8.04
14949,Unknown
3200,6.97
10459,7.53
11168,6.25
6629,5.78
4135,5.6
1898,5.56
13937,7.47
282,7.26
258,7.3
11116,7.69
17091,Unknown
4943,5.72
2822,6.02
11531,Unknown
3525,7.07
12755,7.46
6971,4.6
13521,Unknown
5223,5.6
2285,6.71
6063,7.71
8078,Unknown
4654,7.9
5000,6.04
6710,8.14
17004,Unknown
8676,Unknown
10403,Unknown
5416,5.75
475,6.97
2555,4.36
8087,Unknown
7,7.59
11849,6.32
6411,Unknown
2551,6.27
13066,Unknown
12594,Unknown
6852,6.38
5546,6.2
13489,7.91
2426,6.16
6744,5.52
10006,5.29
4869,3.61
2274,5.55
9203,Unknown
1577,7.11
7264,7.49
9259,Unknown
10183,Unknown
3970,6.18
13565,6.09
5879,6.59
15946,Unknown
12734,5.64
17009,Unknown
7193,6.18
3867,6.89
17081,Unknown
6823,Unknown
11240,5.88
7548,7.28
781,6.7
10867,6.93
1749,6.4
16298,5.83
14548,6.15
10983,4.88
6519,7.23
5774,Unknown
14549,6.73
13171,5.91
14189,Unknown
9283,Unknown
9369,7.29
16848,6.83
2324,6.14
10271,3.76
5055,6.12
10800,8.1
16717,5.66
10482,4.77
1727,6.73
610,7.18
4666,6.05
15350,Unknown
5413,5.24
8103,6.23
8174,6.75
8535,7.36
15808,Unknown
11349,6.53
3750,7.28
12924,Unknown
12722,5.39
17145,5.53
11407,6.61
97,6.85
6985,Unknown
3137,5.64
13368,6.47
14357,7.1
1537,7.26
11780,6.63
14728,6.11
3648,7.72
10849,5.62
14863,6.04
1517,6.68
13253,5.96
1633,6.4
4624,Unknown
12464,7.46
11861,6.51
6566,5.18
17345,Unknown
2090,6.55
7097,6.58
6171,6.8
7521,8.05
572,7.1
9879,5.4
16406,Unknown
16776,5.91
3062,5.52
597,6.67
14662,6.0
6633,7.93
9086,6.63
7875,Unknown
16496,Unknown
7345,Unknown
6304,5.04
15203,8.43
17134,5.87
15469,6.15
12671,Unknown
13140,5.89
5976,6.7
8562,Unknown
1938,6.75
15902,5.94
8100,Unknown
1753,6.98
3670,6.71
11844,Unknown
13393,Unknown
15212,Unknown
2361,5.9
4260,7.06
5432,Unknown
6285,7.46
13183,Unknown
14909,7.68
17116,Unknown
11929,5.28
15246,5.79
16218,7.42
15701,8.09
16528,Unknown
5591,5.75
1171,7.68
7927,Unknown
15241,7.11
17002,5.76
9614,5.99
11333,5.62
15428,7.7
17190,Unknown
15318,6.16
14531,7.59
16857,Unknown
874,7.6
2297,7.77
16983,Unknown
2643,6.67
14840,Unknown
16957,Unknown
5347,6.7
16942,Unknown
9032,8.27
17507,Unknown
581,6.7
204,7.65
7896,5.05
9833,4.29
2014,6.82
11445,Unknown
11663,6.44
905,7.71
631,7.12
8461,Unknown
15790,Unknown
1974,6.32
162,8.29
4998,Unknown
15616,5.65
9557,6.34
10653,Unknown
4713,7.17
9067,6.19
1431,8.72
6868,6.81
12835,8.11
13272,6.31
13975,Unknown
16829,Unknown
7710,4.85
7736,8.1
4283,Unknown
7531,Unknown
15962,Unknown
15064,4.95
13493,7.2
11048,6.3
10053,Unknown
10851,6.31
3384,8.11
2839,6.13
12928,Unknown
15383,Unknown
15788,6.5
7462,Unknown
12925,6.47
3331,6.8
17175,6.56
10595,6.24
6404,6.97
8895,6.59
2096,6.51
10195,6.26
15907,5.59
7999,Unknown
13660,6.8
15584,Unknown
5017,6.1
8738,Unknown
1449,6.71
15742,Unknown
6900,8.35
2610,7.12
1900,5.75
8186,Unknown
3920,4.66
2757,5.59
14316,5.44
6397,6.64
10077,3.09
11888,6.78
13930,5.77
5068,Unknown
14082,Unknown
2097,6.07
8329,7.76
13884,Unknown
17107,Unknown
5624,5.58
9028,Unknown
3471,7.16
12889,Unknown
14472,6.3
8266,6.62
2171,7.12
16927,Unknown
13870,5.91
1733,6.74
8590,5.14
2010,6.21
13358,Unknown
14063,7.05
659,7.27
1283,7.07
12485,7.55
16156,8.14
12448,5.94
10028,Unknown
17230,Unknown
1019,7.18
16074,Unknown
9518,Unknown
11002,Unknown
8667,7.46
2810,7.6
16363,7.44
1651,7.39
830,7.23
1169,7.69
10720,6.11
9398,6.14
6256,6.79
15230,6.48
5469,7.06
13027,5.58
8623,6.9
10258,5.43
867,8.2
11166,5.54
17083,Unknown
5093,6.15
5433,Unknown
541,6.21
13387,Unknown
9324,5.08
17429,Unknown
12693,7.76
6354,6.63
17013,6.48
3390,6.12
16029,Unknown
11154,Unknown
12347,6.81
11451,5.3
15643,Unknown
14226,Unknown
15221,Unknown
17506,Unknown
10775,Unknown
11005,6.39
3959,Unknown
11139,5.85
6643,6.01
13366,Unknown
6841,6.67
15689,7.19
3586,6.11
12813,Unknown
15290,6.07
2563,5.47
10822,5.28
16619,Unknown
16264,5.74
5036,5.65
1080,6.5
12475,8.33
5891,7.58
10277,4.87
14537,Unknown
10644,6.05
4966,7.83
2023,6.34
13109,6.72
16685,Unknown
7909,6.32
16460,7.03
7321,5.67
226,7.55
1013,6.3
14871,Unknown
1929,7.08
15884,6.9
5251,5.88
9596,Unknown
2179,5.7
697,7.15
1124,6.51
7378,8.09
12087,4.22
16126,Unknown
5110,6.24
7902,7.5
1778,7.05
15090,7.22
2634,6.25
7544,Unknown
7604,6.08
3489,6.84
13944,6.35
1037,6.54
14285,6.76
10448,Unknown
15472,5.82
17513,4.81
8505,5.77
2649,5.43
10473,4.75
14933,8.25
2979,6.92
2547,5.57
13704,7.49
5132,7.79
2159,5.92
11329,6.65
9114,7.02
14042,6.84
14566,7.72
6445,Unknown
3967,5.14
1428,6.56
15932,6.36
2520,Unknown
16021,5.96
8033,5.34
16076,6.26
16686,Unknown
16367,Unknown
13794,6.85
6019,Unknown
448,7.69
16080,6.76
9476,Unknown
5995,6.07
17252,Unknown
3727,7.24
7353,5.55
8553,8.44
6279,6.01
13422,8.59
17377,Unknown
7295,7.14
9496,Unknown
6251,5.8
5926,Unknown
13341,Unknown
2460,7.25
22,8.51
2066,6.28
1653,6.85
8894,5.92
8706,Unknown
10935,6.83
1376,5.37
1724,6.73
10660,Unknown
3754,6.93
10517,4.8
8652,6.91
13355,5.68
4183,4.63
16725,7.33
4082,7.01
9678,Unknown
11870,Unknown
8474,7.11
6579,5.58
4558,8.16
12500,8.74
14876,Unknown
13057,Unknown
3537,8.96
15858,Unknown
7003,4.61
10773,Unknown
9560,6.91
17121,Unknown
15575,Unknown
8789,Unknown
12543,Unknown
14538,6.88
9951,Unknown
14571,Unknown
12950,Unknown
646,6.78
6381,5.94
7527,Unknown
17309,Unknown
14215,Unknown
15258,6.89
7165,6.7
11660,6.93
15101,Unknown
7697,Unknown
11182,Unknown
1256,6.31
4875,4.64
10736,Unknown
16941,Unknown
5341,Unknown
16170,6.05
14457,Unknown
12258,5.58
12180,6.77
7031,4.16
2160,7.23
685,6.92
15088,6.18
11435,5.54
16027,6.37
14291,6.7
2461,7.11
12275,Unknown
11029,6.56
11889,Unknown
7128,6.82
6267,5.75
4941,6.52
5946,Unknown
4583,6.29
5784,6.07
12232,3.58
10422,4.91
7569,Unknown
16143,5.28
10512,5.51
13070,6.24
521,6.11
8714,Unknown
13537,Unknown
11551,6.36
17397,Unknown
3983,6.51
14686,Unknown
6303,7.32
9908,8.63
780,6.36
10613,4.24
15559,Unknown
5607,6.77
5978,7.24
8843,6.06
3747,7.29
2196,7.28
14089,Unknown
8561,Unknown
17463,Unknown
4285,7.32
12406,7.51
8569,Unknown
15860,Unknown
10408,5.95
9832,5.75
9805,Unknown
6979,5.07
1827,5.73
11824,4.51
9154,6.14
11185,8.11
14798,8.22
17292,Unknown
